Model,Task,Samples,Date,Probe,EvalMode,EvalSplit,EvalStrategy,EmbeddingNorm,CodeVersion,BenchmarkSeed,Spearman,Pearson,MSE,MAE,R2,ProbeFitSec,Accuracy,F1_Macro,BalancedAccuracy,MCC,F1_Weighted,F1,AUC,AP,F1_Micro
facebook/esm2_t12_35M_UR50D,AAV Fitness (FLIP),Full,2026-08-27,knn,standard,test,test_split_column,none,470d637,42,0.46954,0.47241,7.86389,2.15807,-0.01386,0.01147,,,,,,,,,
facebook/esm2_t12_35M_UR50D,Antibiotic Resistance,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.00134,0.96652,0.8771,0.87906,0.94707,0.96601,,,,
facebook/esm2_t12_35M_UR50D,Binary Subcellular Localization,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.00506,0.8319,0.82764,0.82696,0.65537,,0.85474,0.88141,0.86173,
facebook/esm2_t12_35M_UR50D,Cloning Classification,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,0.39289,0.40164,0.2261,0.34419,0.06154,0.00494,,,,,,,,,
facebook/esm2_t12_35M_UR50D,EC Classification,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,284.25763,0.59227,0.59639,,,,,,,0.79074
facebook/esm2_t12_35M_UR50D,Enzyme Catalytic Efficiency,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,0.69335,0.69797,13.40579,2.53261,0.46158,0.00798,,,,,,,,,
facebook/esm2_t12_35M_UR50D,Fluorescence (TAPE),Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,0.37412,0.40711,1.72936,1.03455,-0.82219,0.01193,,,,,,,,,
facebook/esm2_t12_35M_UR50D,Material Production,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.00665,0.76205,0.70593,0.69878,0.415,,0.8344,0.76869,0.84552,
facebook/esm2_t12_35M_UR50D,Metal Ion Binding,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.00487,0.7455,0.74542,0.7455,0.49128,,0.74982,0.79796,0.75219,
facebook/esm2_t12_35M_UR50D,Optimal pH,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,0.5803,0.67195,0.75083,0.6138,0.43673,0.00467,,,,,,,,,
facebook/esm2_t12_35M_UR50D,Peptide-HLA Binding,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.01395,0.69676,0.69426,0.69849,0.40494,,0.72194,0.75221,0.68498,
facebook/esm2_t12_35M_UR50D,Neuropeptide Precursor Prediction (ProFET/NeuroPID),Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.00404,0.91395,0.90368,0.92186,0.81309,,0.93512,0.95858,0.97171,
facebook/esm2_t12_35M_UR50D,Remote Homology (Fold),Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.00496,0.58354,0.31881,0.37097,0.57837,0.56209,,,,
facebook/esm2_t12_35M_UR50D,Signal Peptide Prediction (SignalP/ProteinBERT),Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.00472,0.97616,0.95533,0.94689,0.91103,,0.92483,0.97844,0.94233,
facebook/esm2_t12_35M_UR50D,Solubility (DeepSol),Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.0135,0.50725,0.50138,0.50719,0.01473,,0.44731,0.52858,0.51747,
facebook/esm2_t12_35M_UR50D,Stability (Biomap),Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,0.64603,0.58735,0.15174,0.30035,0.09161,0.01044,,,,,,,,,
facebook/esm2_t12_35M_UR50D,Subcellular Localisation,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.00649,0.62378,0.49363,0.48006,0.53402,0.61952,,0.80011,,
facebook/esm2_t12_35M_UR50D,Temperature Stability,Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.05767,0.88666,0.88651,0.88637,0.77307,0.88664,,,,
facebook/esm2_t12_35M_UR50D,Thermostability (FLIP),Full,2026-08-27,knn,standard,test,test_random_split,none,470d637,42,0.47605,0.48327,0.03507,0.14674,0.17148,0.0019,,,,,,,,,
facebook/esm2_t12_35M_UR50D,Variant Effect (GB1),Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,0.66299,0.62134,1.00325,0.71323,0.30962,0.00166,,,,,,,,,
facebook/esm2_t12_35M_UR50D,beta-lactamase-PEER,Full,2026-08-27,knn,standard,test,test_split_column,none,470d637,42,0.73751,0.78923,0.03953,0.13591,0.61679,0.00154,,,,,,,,,
facebook/esm2_t12_35M_UR50D,PPI (Bernett Gold Standard),Full,2026-08-27,knn,standard,test,test_split,none,470d637,42,,,,,,0.06446,0.55528,0.55524,0.55528,0.11057,,0.55116,0.5715,0.54554,
facebook/esm2_t12_35M_UR50D,RhlA Enzyme Mutations,Full,2026-08-27,knn,standard,test,test_split_column,none,470d637,42,0.46591,0.42342,0.15229,0.28289,-1.85335,0.00064,,,,,,,,,
