epoch,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.0010979358805445762,21.292192459106445,9.000000000000001e-07,7.418003082275391,10,,,,,
0.0021958717610891525,62.4872932434082,1.9000000000000002e-06,7.925267028808594,20,,,,,
0.0032938076416337285,61.073753356933594,2.9e-06,7.258277130126953,30,,,,,
0.004391743522178305,22.466184616088867,3.900000000000001e-06,6.525041961669922,40,,,,,
0.005489679402722881,55.02695846557617,4.9000000000000005e-06,7.19605712890625,50,,,,,
0.006587615283267457,53.53746032714844,5.9e-06,7.306922912597656,60,,,,,
0.007685551163812033,20.068157196044922,6.9e-06,5.636109161376953,70,,,,,
0.00878348704435661,52.05763244628906,7.9e-06,6.312644195556641,80,,,,,
0.009881422924901186,47.00088119506836,8.900000000000001e-06,6.379524230957031,90,,,,,
0.010979358805445762,13.2879638671875,9.9e-06,5.192045593261719,100,,,,,
0.012077294685990338,37.18556594848633,9.999446382823012e-06,4.780367660522461,110,,,,,
0.013175230566534914,34.469417572021484,9.997532801828659e-06,4.556982040405273,120,,,,,
0.01427316644707949,7.317147731781006,9.99425294526634e-06,3.332445526123047,130,,,,,
0.015371102327624066,27.363054275512695,9.98960770981609e-06,3.713236999511719,140,,,,,
0.016469038208168644,23.84166145324707,9.983598365438902e-06,2.892355728149414,150,,,,,
0.01756697408871322,7.14597225189209,9.976226555029522e-06,2.5923805236816406,160,,,,,
0.018664909969257796,13.692557334899902,9.967494293967312e-06,2.415837860107422,170,,,,,
0.019762845849802372,14.168068885803223,9.95740396956525e-06,2.3484304428100584,180,,,,,
0.020860781730346948,4.929356098175049,9.945958340417283e-06,2.060554313659668,190,,,,,
0.021958717610891524,10.263469696044922,9.933160535644131e-06,2.119281005859375,200,,,,,
0.0230566534914361,11.463637351989746,9.919014054037837e-06,1.9803890228271483,210,,,,,
0.024154589371980676,4.757505893707275,9.903522763105217e-06,1.7533557891845704,220,,,,,
0.025252525252525252,9.263925552368164,9.886690898010537e-06,1.8945995330810548,230,,,,,
0.026350461133069828,8.110926628112793,9.868523060417646e-06,1.8315502166748048,240,,,,,
0.027448397013614404,4.13882303237915,9.849024217231936e-06,1.6720266342163086,250,,,,,
0.02854633289415898,8.068721771240234,9.82819969924244e-06,1.8032325744628905,260,,,,,
0.029644268774703556,7.205604553222656,9.806055199664445e-06,1.7849845886230469,270,,,,,
0.030742204655248132,3.6095094680786133,9.782596772583026e-06,1.5728511810302734,280,,,,,
0.03184014053579271,7.835383892059326,9.757830831297915e-06,1.6810789108276367,290,,,,,
0.03293807641633729,7.011504173278809,9.731764146570173e-06,1.6580398559570313,300,,,,,
0.034036012296881864,3.142119884490967,9.704403844771128e-06,1.4991539001464844,310,,,,,
0.03513394817742644,7.295403957366943,9.675757405934105e-06,1.5884881973266602,320,,,,,
0.036231884057971016,6.999871730804443,9.645832661709444e-06,1.5502235412597656,330,,,,,
0.03732981993851559,3.1400856971740723,9.614637793223427e-06,1.4111637115478515,340,,,,,
0.03842775581906017,6.245823383331299,9.582181328841611e-06,1.5562868118286133,350,,,,,
0.039525691699604744,5.778415203094482,9.548472141837287e-06,1.5121509552001953,360,,,,,
0.04062362758014932,2.9526243209838867,9.513519447965595e-06,1.4338579177856445,370,,,,,
0.041721563460693896,5.162614345550537,9.477332802944043e-06,1.4414615631103516,380,,,,,
0.04281949934123847,5.459938049316406,9.439922099840056e-06,1.3588096618652343,390,,,,,
0.04391743522178305,2.906451940536499,9.401297566366318e-06,1.3321407318115235,400,,,,,
0.045015371102327624,6.284082412719727,9.361469762084621e-06,1.4784189224243165,410,,,,,
0.0461133069828722,4.9167656898498535,9.320449575518973e-06,1.3792455673217774,420,,,,,
0.047211242863416776,3.2099711894989014,9.278248221178798e-06,1.266040325164795,430,,,,,
0.04830917874396135,5.65350866317749,9.234877236492997e-06,1.3574365615844726,440,,,,,
0.04940711462450593,4.585110664367676,9.190348478655724e-06,1.3880090713500977,450,,,,,
0.050505050505050504,2.9174141883850098,9.144674121384757e-06,1.2568424224853516,460,,,,,
0.05160298638559508,4.608172416687012,9.097866651593317e-06,1.3920097351074219,470,,,,,
0.052700922266139656,4.539849281311035,9.049938865976275e-06,1.3679312705993651,480,,,,,
0.05379885814668423,2.399003505706787,9.000903867511665e-06,1.1861220359802247,490,,,,,
0.05489679402722881,5.065584659576416,8.950775061878453e-06,1.3756038665771484,500,,,,,
0.055994729907773384,4.647820949554443,8.899566153791567e-06,1.3192266464233398,510,,,,,
0.05709266578831796,3.0389511585235596,8.84729114325516e-06,1.218583106994629,520,,,,,
0.058190601668862536,4.510187149047852,8.79396432173515e-06,1.3036161422729493,530,,,,,
0.05928853754940711,4.97500467300415,8.739600268252077e-06,1.2773666381835938,540,,,,,
0.06038647342995169,2.4097118377685547,8.684213845395339e-06,1.2546932220458984,550,,,,,
0.061484409310496264,5.536804676055908,8.627820195259919e-06,1.34242582321167,560,,,,,
0.06258234519104085,4.220744609832764,8.570434735306672e-06,1.2877374649047852,570,,,,,
0.06368028107158542,2.95965313911438,8.512073154147363e-06,1.207362747192383,580,,,,,
