MAP,Recall@1,Recall@10,Recall@30,eligible_MAP,eligible_Recall@1,eligible_Recall@10,eligible_Recall@30,eligible_ap_ci95,eligible_hit10_ci95,eligible_hit1_ci95,level,model,n_eligible_queries,n_queries,runtime_s,scoring
0.3075260515466288,0.7050294517444495,0.8300860897145447,0.8808337109198007,0.3207514157672069,0.7353497164461248,0.8657844990548205,0.9187145557655955,"[0.3088, 0.3335]","[0.8492, 0.8790]","[0.7174, 0.7547]",fold,esm2_late_150m@0,2116,2207,45.94,maxsim
0.36280070645352097,0.6810149524241051,0.7870412324422292,0.8328047122791119,0.3963867124469905,0.744059405940594,0.8599009900990099,0.9099009900990099,"[0.3817, 0.4106]","[0.8441, 0.8757]","[0.7262, 0.7629]",superfamily,esm2_late_150m@0,2020,2207,45.94,maxsim
0.43021240521656473,0.49750792931581334,0.6325328500226551,0.674218396012687,0.5608262128251379,0.648552864737153,0.8245717660956882,0.8789131718842291,"[0.5425, 0.5783]","[0.8062, 0.8429]","[0.6249, 0.6716]",family,esm2_late_150m@0,1693,2207,45.94,maxsim
0.6038272331229078,0.8894426823742637,0.9265971907566832,0.940643407340281,0.6297952284982312,0.9276937618147448,0.9664461247637051,0.9810964083175804,"[0.6174, 0.6415]","[0.9584, 0.9740]","[0.9154, 0.9381]",fold,esm2_late_150m@1000,2116,2207,45.02,maxsim
0.6396971619310863,0.8495695514272769,0.8853647485274128,0.8948799275033983,0.6989166516742116,0.9282178217821783,0.9673267326732673,0.9777227722772277,"[0.6853, 0.7107]","[0.9594, 0.9748]","[0.9158, 0.9391]",superfamily,esm2_late_150m@1000,2020,2207,45.02,maxsim
0.5801829104810159,0.6189397371998188,0.7340280924331672,0.750339827820571,0.7563282241178986,0.8068517424689899,0.9568812758417011,0.9781453041937389,"[0.7421, 0.7709]","[0.9474, 0.9663]","[0.7868, 0.8269]",family,esm2_late_150m@1000,1693,2207,45.02,maxsim
0.6194641595143925,0.9003171726325329,0.9315813321250567,0.9442682374263707,0.6461046314027714,0.9390359168241966,0.9716446124763705,0.9848771266540642,"[0.6337, 0.6579]","[0.9646, 0.9783]","[0.9277, 0.9490]",fold,esm2_late_150m@2000,2116,2207,44.83,maxsim
0.6590091677827606,0.8586316266425011,0.8889895786135025,0.8989578613502492,0.7200164521270062,0.9381188118811881,0.9712871287128713,0.9821782178217822,"[0.7073, 0.7312]","[0.9639, 0.9787]","[0.9272, 0.9480]",superfamily,esm2_late_150m@2000,2020,2207,44.83,maxsim
0.5818385344321241,0.6148618033529678,0.737652922519257,0.752605346624377,0.7584865005857635,0.8015357353809806,0.9616066154754873,0.9810986414648553,"[0.7449, 0.7727]","[0.9527, 0.9705]","[0.7820, 0.8204]",family,esm2_late_150m@2000,1693,2207,44.83,maxsim
0.6142935349773435,0.8971454463072044,0.932487539646579,0.945174444947893,0.6407116406876168,0.9357277882797732,0.9725897920604915,0.9858223062381852,"[0.6283, 0.6527]","[0.9655, 0.9792]","[0.9239, 0.9457]",fold,esm2_late_150m@2500,2116,2207,45.1,maxsim
0.6551290299972575,0.8568192115994563,0.8885364748527412,0.9003171726325329,0.7157771134673007,0.9361386138613862,0.9707920792079208,0.9836633663366336,"[0.7026, 0.7272]","[0.9629, 0.9782]","[0.9252, 0.9460]",superfamily,esm2_late_150m@2500,2020,2207,45.1,maxsim
0.5823915808632476,0.6157680108744903,0.7385591300407793,0.7539646579066607,0.7592074536120422,0.8027170702894271,0.9627879503839338,0.9828706438275251,"[0.7447, 0.7736]","[0.9539, 0.9716]","[0.7838, 0.8222]",family,esm2_late_150m@2500,1693,2207,45.1,maxsim
0.623523953161969,0.8980516538287268,0.9311282283642954,0.945174444947893,0.6503390192005981,0.9366729678638941,0.97117202268431,0.9858223062381852,"[0.6378, 0.6622]","[0.9636, 0.9783]","[0.9258, 0.9466]",fold,esm2_late_150m@3000,2116,2207,44.89,maxsim
0.6640838986932681,0.8577254191209787,0.8885364748527412,0.898504757589488,0.7255609724831894,0.9371287128712872,0.9707920792079208,0.9816831683168317,"[0.7126, 0.7370]","[0.9634, 0.9782]","[0.9262, 0.9475]",superfamily,esm2_late_150m@3000,2020,2207,44.89,maxsim
0.5848351106184209,0.6166742183960127,0.737652922519257,0.7530584503851382,0.7623928465061162,0.8038984051978736,0.9616066154754873,0.9816893089190786,"[0.7483, 0.7766]","[0.9527, 0.9699]","[0.7850, 0.8234]",family,esm2_late_150m@3000,1693,2207,44.89,maxsim
0.6224053086173662,0.8948799275033983,0.9320344358858178,0.9447213411871318,0.6491722665966574,0.9333648393194707,0.972117202268431,0.9853497164461248,"[0.6364, 0.6614]","[0.9650, 0.9787]","[0.9216, 0.9438]",fold,esm2_late_150m@3500,2116,2207,44.8,maxsim
0.6643701089373549,0.8550067965564114,0.8894426823742637,0.8980516538287268,0.7258736784280903,0.9341584158415842,0.9717821782178218,0.9811881188118812,"[0.7130, 0.7373]","[0.9644, 0.9792]","[0.9223, 0.9446]",superfamily,esm2_late_150m@3500,2020,2207,44.8,maxsim
