Model,Task,Samples,Date,Probe,EvalMode,EvalSplit,EvalStrategy,EmbeddingNorm,CodeVersion,BenchmarkSeed,Spearman,Pearson,MSE,MAE,R2,ProbeFitSec,Accuracy,F1_Macro,BalancedAccuracy,MCC,F1_Weighted,F1,AUC,AP,F1_Micro
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,AAV Fitness (FLIP),Full,2026-08-27,linear,standard,test,test_split_column,none,470d637,42,0.45819,0.43258,20.92464,3.0346,-1.69773,0.22886,,,,,,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Antibiotic Resistance,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.32987,0.96726,0.88184,0.86279,0.94793,0.96579,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Binary Subcellular Localization,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.15084,0.85535,0.85176,0.85121,0.70357,,0.87481,0.9255,0.93437,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Cloning Classification,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.45602,0.46669,0.18866,0.374,0.21693,0.24752,,,,,,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,EC Classification,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,279.51989,0.54551,0.58544,,,,,,,0.7675
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Enzyme Catalytic Efficiency,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.50664,0.51816,18.31132,3.26765,0.26456,0.16942,,,,,,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Fluorescence (TAPE),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.6186,0.65483,0.94689,0.72638,0.00229,0.24188,,,,,,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Material Production,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,1.0997,0.77666,0.71454,0.70215,0.43943,,0.84771,0.83289,0.91854,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Metal Ion Binding,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.19626,0.68468,0.68467,0.68468,0.3694,,0.68278,0.7498,0.75713,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Optimal pH,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.4795,0.5804,0.88758,0.70011,0.33414,0.07702,,,,,,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Peptide-HLA Binding,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,2.51829,0.79324,0.79324,0.79353,0.58716,,0.79403,0.86715,0.83939,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Neuropeptide Precursor Prediction (ProFET/NeuroPID),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.08849,0.91691,0.90316,0.90316,0.80632,,0.93966,0.96466,0.98179,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Remote Homology (Fold),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,39.56081,0.68002,0.40648,0.48157,0.67635,0.6683,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Signal Peptide Prediction (SignalP/ProteinBERT),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.73423,0.98242,0.96758,0.96618,0.93517,,0.94564,0.99458,0.97948,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Solubility (DeepSol),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,2.92908,0.64168,0.62983,0.64159,0.3032,,0.5636,0.71843,0.70383,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Stability (Biomap),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.52567,0.53624,0.27883,0.44713,-0.66921,0.63923,,,,,,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Subcellular Localisation,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.87043,0.69164,0.55598,0.55184,0.61952,0.68875,,0.90965,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Temperature Stability,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,13.36516,0.90732,0.90725,0.90739,0.81456,0.90733,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Thermostability (FLIP),Full,2026-08-27,linear,standard,test,test_random_split,none,470d637,42,0.57382,0.56179,0.02929,0.13617,0.30809,0.05784,,,,,,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,Variant Effect (GB1),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.84774,0.8219,0.4723,0.51639,0.67499,0.06627,,,,,,,,,
/opt/hpc/ddofer/ProtSent/models/late_interaction/late-r2-protsentv2-35m/snapshots/step-10000-dense,beta-lactamase-PEER,Full,2026-08-27,linear,standard,test,test_split_column,none,470d637,42,0.64535,0.72944,0.04869,0.16814,0.52799,0.04595,,,,,,,,,
