Model,Task,Samples,Date,Probe,EvalMode,EvalSplit,EvalStrategy,EmbeddingNorm,CodeVersion,BenchmarkSeed,Spearman,Pearson,MSE,MAE,R2,ProbeFitSec,Accuracy,F1_Macro,BalancedAccuracy,MCC,F1_Weighted,F1,AUC,AP,F1_Micro
facebook/esm2_t30_150M_UR50D,AAV Fitness (FLIP),Full,2026-08-27,linear,standard,test,test_split_column,none,470d637,42,0.61002,0.57252,9.33174,2.20673,-0.20311,0.30289,,,,,,,,,
facebook/esm2_t30_150M_UR50D,Antibiotic Resistance,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.34973,0.98065,0.90536,0.90017,0.96936,0.98008,,,,
facebook/esm2_t30_150M_UR50D,Binary Subcellular Localization,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.15521,0.89251,0.8897,0.88862,0.77956,,0.9073,0.95099,0.95514,
facebook/esm2_t30_150M_UR50D,Cloning Classification,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.50735,0.50359,0.18037,0.36809,0.25135,0.3448,,,,,,,,,
facebook/esm2_t30_150M_UR50D,EC Classification,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,432.86197,0.6515,0.64805,,,,,,,0.82811
facebook/esm2_t30_150M_UR50D,Enzyme Catalytic Efficiency,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.54756,0.543,17.78764,3.17943,0.28559,0.21941,,,,,,,,,
facebook/esm2_t30_150M_UR50D,Fluorescence (TAPE),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.57906,0.61086,1.00564,0.75166,-0.05962,0.32934,,,,,,,,,
facebook/esm2_t30_150M_UR50D,Material Production,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,1.10958,0.79128,0.7344,0.72127,0.47832,,0.85731,0.8529,0.92775,
facebook/esm2_t30_150M_UR50D,Metal Ion Binding,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.23708,0.71997,0.71996,0.71997,0.43998,,0.71807,0.79262,0.80695,
facebook/esm2_t30_150M_UR50D,Optimal pH,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.53141,0.6455,0.78527,0.66206,0.41089,0.11615,,,,,,,,,
facebook/esm2_t30_150M_UR50D,Peptide-HLA Binding,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,2.82603,0.78194,0.78185,0.78251,0.56587,,0.78629,0.85546,0.82125,
facebook/esm2_t30_150M_UR50D,Neuropeptide Precursor Prediction (ProFET/NeuroPID),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.12107,0.93769,0.92793,0.93128,0.85605,,0.95445,0.98005,0.99106,
facebook/esm2_t30_150M_UR50D,Remote Homology (Fold),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,50.66183,0.68342,0.37424,0.458,0.6797,0.66783,,,,
facebook/esm2_t30_150M_UR50D,Signal Peptide Prediction (SignalP/ProteinBERT),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.75567,0.98507,0.97241,0.97015,0.94485,,0.95373,0.9944,0.98475,
facebook/esm2_t30_150M_UR50D,Solubility (DeepSol),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,3.09168,0.66017,0.65119,0.66009,0.33799,,0.59524,0.72096,0.70405,
facebook/esm2_t30_150M_UR50D,Stability (Biomap),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.70346,0.68847,0.1522,0.32733,0.0889,0.8319,,,,,,,,,
facebook/esm2_t30_150M_UR50D,Subcellular Localisation,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,0.93749,0.73833,0.61985,0.61178,0.6769,0.7347,,0.9246,,
facebook/esm2_t30_150M_UR50D,Temperature Stability,Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,16.88995,0.928,0.92794,0.928,0.85589,0.928,,,,
facebook/esm2_t30_150M_UR50D,Thermostability (FLIP),Full,2026-08-27,linear,standard,test,test_random_split,none,470d637,42,0.55304,0.5523,0.03011,0.13787,0.28856,0.07289,,,,,,,,,
facebook/esm2_t30_150M_UR50D,Variant Effect (GB1),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,0.84479,0.81485,0.48997,0.52768,0.66283,0.08689,,,,,,,,,
facebook/esm2_t30_150M_UR50D,beta-lactamase-PEER,Full,2026-08-27,linear,standard,test,test_split_column,none,470d637,42,0.81226,0.85773,0.0278,0.12715,0.73054,0.08304,,,,,,,,,
facebook/esm2_t30_150M_UR50D,PPI (Bernett Gold Standard),Full,2026-08-27,linear,standard,test,test_split,none,470d637,42,,,,,,13.3965,0.55163,0.55107,0.55163,0.10351,,0.5353,0.5741,0.55416,
facebook/esm2_t30_150M_UR50D,RhlA Enzyme Mutations,Full,2026-08-27,linear,standard,test,test_split_column,none,470d637,42,0.40932,0.42854,0.30927,0.43062,-4.79469,0.01905,,,,,,,,,
